context,text
bathroom look toilet,looks like a ships bathroom with a toilet
bathroom look toilet,A toilet in a very gross looking bathroom.
plate top broccoli,A red plate topped with broccoli and sauce.
plate top broccoli,Square white plate of broccoli and entree topped with melted cheese.
sway tree wind,tree swaying in the wind
sway tree wind,trees swaying in the wind by a blue lake
sway tree wind,acacia tree are swaying on the breeze of the strong wind
recur golfer competition,golfer during recurring competition held
recur golfer competition,golfer after winning recurring competition played
recur golfer competition,golfer on the first tee during recurring competition
side clock tower,Clocks on the side of a bell tower.
side clock tower,A large castle tower has clocks on its sides.
side clock tower,an old church tower with clocks on all four sides
sun cloud rise,clouds as the sun rises
sun cloud rise,sun rises above a fluffy sea of clouds
sun cloud rise,time lapse of the sun rising behind clouds
walk father bride,father walks bride to the altar
walk father bride,bride walking in with her father
walk father bride,father and bride walk up the isle
pizza vegetable cheese,The pizza has cheese and vegetables on it.
pizza vegetable cheese,A pizza with cheese and vegetables in a box.
pizza vegetable cheese,The pizza is loaded with melted cheese and vegetables such as green peppers.
vanity toilet bathroom,An open toilet in a bathroom with a vanity.
vanity toilet bathroom,"A small bathroom has a mirror, vanity and toilet"
vanity toilet bathroom,Half of a bathroom just the vanity and the toilet.
match session player,soccer player during session before the match .
match session player,rugby player during a training session ahead of the match
match session player,players during session before the matches against country do interest .
worship place city,place of worship in the city
worship place city,buddhist place of worship and a city
worship place city,trees outside places of worship in a city .
stain window church,stained glass window in a church
stain window church,stained glass windows by novelist at church
stain window church,edwardian stained glass window from the old church
seat toilet bathroom,a black seat on a toilet in a bathroom
seat toilet bathroom,A bathroom has a toilet with the seat up.
seat toilet bathroom,A white toilet missing seat in an old bathroom.
giraffe enclosure tree,four giraffes in an enclosure around a tree
giraffe enclosure tree,Three giraffes in enclosure grazing on the trees.
giraffe enclosure tree,A giraffe in an enclosure reaching up to the trees.
cloud move mountain,moving clouds on the mountains
cloud move mountain,time lapse of moving cloud over the mountain
cloud move mountain,clouds moving before a storm near some mountains
temple place worship,the temple of places of worship
temple place worship,buddhist place of worship or temple
temple place worship,hindu place of worship is a temple .
reflect cloud sky,the sky and clouds reflected
reflect cloud sky,clouds and sky reflect in a calm inlet
reflect cloud sky,reflect the cirrus clouds of a crisp october sky
provide soldier security,a group of soldiers provide security
provide soldier security,soldier provides security along a road
provide soldier security,a soldier runs over to provide security
flower nectar collect,a bee collects nectar on a flower
flower nectar collect,bees collect nectar from the flowers
flower nectar collect,bumblebee collecting nectar at a flower
motorcycle park look,The man is looking at the parked motorcycle. 
motorcycle park look,People looking at motorcycles parked in a row.
motorcycle park look,A man looking for a place to park his motorcycle
wind move flower,flower moving in the wind
wind move flower,flowers of tree moving on the wind
wind move flower,little pink flowers moved by the wind
bathroom wall urinal,Urinals on a wall in a large bathroom 
bathroom wall urinal,The bathroom has five urinals on the walls.
bathroom wall urinal,A bathroom with three white wall mounted urinals.
towel bathroom toilet,A bathroom with a white toilet and towels.
towel bathroom toilet,A towel is hung above the toilet in a small bathroom.
towel bathroom toilet,dimly lit bathroom with towels hanging beside the toilet
pizza onion cheese,"a pizza with ham, cheese and green onions"
pizza onion cheese,This homemade pizza features plenty of cheese and onions.
pizza onion cheese,"An uncooked pizza with meat, olives, onions, cheese and sauce."
rise city sun,sun rise over a city
rise city sun,sun rising over the city
rise city sun,a rising sun burns the fog off a city
tree specie perch,biological species perched in a tree
tree specie perch,biological species found is perching on top of a tree
tree specie perch,biological species are the only cranes that can perch in trees .
forest flow stream,stream flowing in the forest
forest flow stream,stream flowing through a forest
forest flow stream,stream flows in a forest with a log down across
end light tunnel,light at end of the tunnel
end light tunnel,a blue light in the end of a tunnel
end light tunnel,empty tunnel that shows a light at the end
plate salad pizza,There is a plate of salad and pizza.
plate salad pizza,A pizza on a plate with a salad next to it. 
plate salad pizza,Two black trays holding pizza and plate of salad.
pond reflect tree,tree reflected in a pond
pond reflect tree,trees reflecting in the pond
pond reflect tree,trees and sky reflecting on a pond
orange apple fruit,A bowl of fruit with an orange and an apple
orange apple fruit,"Open bins of fruit, including apples and oranges."
